Bot,maxIPOSpending,BuyRisk,SellRisk,PrefRanks,EventID,AvgEarnings
bot_84,0,0.25,0.15,[0],evt_e369b5a56fadc620,342.79200000000003
bot_85,0,0.25,0.15,[2],evt_e369b5a56fadc620,344.776
bot_86,0,0.25,0.15,[4],evt_e369b5a56fadc620,344.776
bot_87,0,0.25,0.15,"[1, 3]",evt_e369b5a56fadc620,342.79200000000003
bot_88,0,0.25,0.15,"[0, 2]",evt_e369b5a56fadc620,343.65
bot_89,0,0.25,0.15,"[0, 3]",evt_e369b5a56fadc620,343.794
bot_90,0,0.25,0.15,"[1, 2]",evt_e369b5a56fadc620,343.794
bot_91,0,0.25,0.15,"[0, 4]",evt_e369b5a56fadc620,342.79200000000003
bot_92,0,0.25,0.15,"[1, 4]",evt_e369b5a56fadc620,344.776
bot_93,0,0.25,0.15,"[2, 3]",evt_e369b5a56fadc620,343.65
bot_94,0,0.25,0.15,"[0, 1]",evt_e369b5a56fadc620,344.776
bot_95,0,0.25,0.15,"[3, 4]",evt_e369b5a56fadc620,343.794
bot_96,0,0.25,0.15,"[2, 4]",evt_e369b5a56fadc620,343.794
bot_97,0,0.5,0.15,[],evt_e369b5a56fadc620,334.246
bot_98,0,0.5,0.15,[1],evt_e369b5a56fadc620,334.85600000000005
bot_99,0,0.5,0.15,[3],evt_e369b5a56fadc620,335.39799999999997
bot_100,0,0.5,0.15,[0],evt_e369b5a56fadc620,333.99799999999993
bot_101,0,0.5,0.15,[2],evt_e369b5a56fadc620,334.85600000000005
bot_102,0,0.5,0.15,[4],evt_e369b5a56fadc620,333.998
bot_103,0,0.5,0.15,"[1, 3]",evt_e369b5a56fadc620,335.398
bot_104,0,0.5,0.15,"[0, 2]",evt_e369b5a56fadc620,335.104
bot_105,0,0.5,0.15,"[0, 3]",evt_e369b5a56fadc620,335.104
bot_106,0,0.5,0.15,"[1, 2]",evt_e369b5a56fadc620,334.85600000000005
bot_107,0,0.5,0.15,"[0, 4]",evt_e369b5a56fadc620,335.88
bot_108,0,0.5,0.15,"[1, 4]",evt_e369b5a56fadc620,334.85600000000005
bot_109,0,0.5,0.15,"[2, 3]",evt_e369b5a56fadc620,335.88
bot_110,0,0.5,0.15,"[0, 1]",evt_e369b5a56fadc620,335.104
bot_111,0,0.5,0.15,"[3, 4]",evt_e369b5a56fadc620,334.54
bot_112,0,0.5,0.15,"[2, 4]",evt_e369b5a56fadc620,334.85600000000005
bot_113,0,0.75,0.15,[],evt_e369b5a56fadc620,323.438
bot_114,0,0.75,0.15,[1],evt_e369b5a56fadc620,322.7
bot_115,0,0.75,0.15,[3],evt_e369b5a56fadc620,325.8179999999999
bot_116,0,0.75,0.15,[0],evt_e369b5a56fadc620,327.86
bot_117,0,0.75,0.15,[2],evt_e369b5a56fadc620,324.31000000000006
bot_118,0,0.75,0.15,[4],evt_e369b5a56fadc620,324.31
bot_119,0,0.75,0.15,"[1, 3]",evt_e369b5a56fadc620,326.58799999999997
bot_120,0,0.75,0.15,"[0, 2]",evt_e369b5a56fadc620,325.812
bot_121,0,0.75,0.15,"[0, 3]",evt_e369b5a56fadc620,326.524
bot_122,0,0.75,0.15,"[1, 2]",evt_e369b5a56fadc620,326.524
bot_123,0,0.75,0.15,"[0, 4]",evt_e369b5a56fadc620,325.904
bot_124,0,0.75,0.15,"[1, 4]",evt_e369b5a56fadc620,325.79200000000003
bot_125,0,0.75,0.15,"[2, 3]",evt_e369b5a56fadc620,325.8179999999999
bot_126,0,0.75,0.15,"[0, 1]",evt_e369b5a56fadc620,326.524
bot_127,0,0.75,0.15,"[3, 4]",evt_e369b5a56fadc620,327.32
bot_128,0,0.75,0.15,"[2, 4]",evt_e369b5a56fadc620,325.08000000000004
bot_129,0,1.0,0.15,[],evt_e369b5a56fadc620,250.0
bot_130,0,1.0,0.15,[1],evt_e369b5a56fadc620,250.0
bot_131,0,1.0,0.15,[3],evt_e369b5a56fadc620,250.0
bot_132,0,1.0,0.15,[0],evt_e369b5a56fadc620,250.0
bot_133,0,1.0,0.15,[2],evt_e369b5a56fadc620,252.9
bot_134,0,1.0,0.15,[4],evt_e369b5a56fadc620,252.9
bot_135,0,1.0,0.15,"[1, 3]",evt_e369b5a56fadc620,250.0
bot_136,0,1.0,0.15,"[0, 2]",evt_e369b5a56fadc620,252.9
bot_137,0,1.0,0.15,"[0, 3]",evt_e369b5a56fadc620,250.0
bot_138,0,1.0,0.15,"[1, 2]",evt_e369b5a56fadc620,250.0
bot_139,0,1.0,0.15,"[0, 4]",evt_e369b5a56fadc620,250.0
bot_140,0,1.0,0.15,"[1, 4]",evt_e369b5a56fadc620,250.0
bot_141,0,1.0,0.15,"[2, 3]",evt_e369b5a56fadc620,250.0
bot_142,0,1.0,0.15,"[0, 1]",evt_e369b5a56fadc620,250.0
bot_143,0,1.0,0.15,"[3, 4]",evt_e369b5a56fadc620,250.0
bot_144,0,1.0,0.15,"[2, 4]",evt_e369b5a56fadc620,252.9
bot_145,0,2,0.15,[],evt_e369b5a56fadc620,250.0
bot_146,0,2,0.15,[1],evt_e369b5a56fadc620,250.0
bot_147,0,2,0.15,[3],evt_e369b5a56fadc620,250.0
bot_148,0,2,0.15,[0],evt_e369b5a56fadc620,250.0
bot_149,0,2,0.15,[2],evt_e369b5a56fadc620,250.0
bot_150,0,2,0.15,[4],evt_e369b5a56fadc620,250.0
bot_151,0,2,0.15,"[1, 3]",evt_e369b5a56fadc620,250.0
bot_152,0,2,0.15,"[0, 2]",evt_e369b5a56fadc620,250.0
bot_153,0,2,0.15,"[0, 3]",evt_e369b5a56fadc620,250.0
bot_154,0,2,0.15,"[1, 2]",evt_e369b5a56fadc620,250.0
bot_155,0,2,0.15,"[0, 4]",evt_e369b5a56fadc620,250.0
bot_156,0,2,0.15,"[1, 4]",evt_e369b5a56fadc620,250.0
bot_157,0,2,0.15,"[2, 3]",evt_e369b5a56fadc620,250.0
bot_158,0,2,0.15,"[0, 1]",evt_e369b5a56fadc620,250.0
bot_159,0,2,0.15,"[3, 4]",evt_e369b5a56fadc620,250.0
bot_160,0,2,0.15,"[2, 4]",evt_e369b5a56fadc620,250.0
bot_161,0,0.25,0.2,[],evt_e369b5a56fadc620,344.77599999999995
bot_162,0,0.25,0.2,[1],evt_e369b5a56fadc620,343.79400000000004
bot_163,0,0.25,0.2,[3],evt_e369b5a56fadc620,342.01800000000003
bot_164,0,0.25,0.2,[0],evt_e369b5a56fadc620,345.65400000000005
bot_165,0,0.25,0.2,[2],evt_e369b5a56fadc620,345.654
bot_166,0,0.25,0.2,[4],evt_e369b5a56fadc620,342.79200000000003
bot_167,0,0.25,0.2,"[1, 3]",evt_e369b5a56fadc620,342.648
bot_168,0,0.25,0.2,"[0, 2]",evt_e369b5a56fadc620,341.872
bot_169,0,0.25,0.2,"[0, 3]",evt_e369b5a56fadc620,344.16
bot_170,0,0.25,0.2,"[1, 2]",evt_e369b5a56fadc620,343.02599999999995
bot_171,0,0.25,0.2,"[0, 4]",evt_e369b5a56fadc620,343.91200000000003
bot_172,0,0.25,0.2,"[1, 4]",evt_e369b5a56fadc620,342.79200000000003
bot_173,0,0.25,0.2,"[2, 3]",evt_e369b5a56fadc620,344.04200000000003
bot_174,0,0.25,0.2,"[0, 1]",evt_e369b5a56fadc620,341.03999999999996
bot_175,0,0.25,0.2,"[3, 4]",evt_e369b5a56fadc620,342.91
bot_176,0,0.25,0.2,"[2, 4]",evt_e369b5a56fadc620,342.90999999999997
bot_177,0,0.5,0.2,[],evt_e369b5a56fadc620,334.088
bot_178,0,0.5,0.2,[1],evt_e369b5a56fadc620,334.85600000000005
bot_179,0,0.5,0.2,[3],evt_e369b5a56fadc620,335.222
bot_180,0,0.5,0.2,[0],evt_e369b5a56fadc620,335.998
bot_181,0,0.5,0.2,[2],evt_e369b5a56fadc620,334.856
bot_182,0,0.5,0.2,[4],evt_e369b5a56fadc620,334.088
bot_183,0,0.5,0.2,"[1, 3]",evt_e369b5a56fadc620,335.51599999999996
bot_184,0,0.5,0.2,"[0, 2]",evt_e369b5a56fadc620,335.104
bot_185,0,0.5,0.2,"[0, 3]",evt_e369b5a56fadc620,335.51599999999996
bot_186,0,0.5,0.2,"[1, 2]",evt_e369b5a56fadc620,335.11
bot_187,0,0.5,0.2,"[0, 4]",evt_e369b5a56fadc620,334.088
bot_188,0,0.5,0.2,"[1, 4]",evt_e369b5a56fadc620,333.998
bot_189,0,0.5,0.2,"[2, 3]",evt_e369b5a56fadc620,336.502
bot_190,0,0.5,0.2,"[0, 1]",evt_e369b5a56fadc620,334.082
bot_191,0,0.5,0.2,"[3, 4]",evt_e369b5a56fadc620,334.448
bot_192,0,0.5,0.2,"[2, 4]",evt_e369b5a56fadc620,335.104
bot_193,0,0.75,0.2,[],evt_e369b5a56fadc620,324.656
bot_194,0,0.75,0.2,[1],evt_e369b5a56fadc620,324.342
bot_195,0,0.75,0.2,[3],evt_e369b5a56fadc620,326.298
bot_196,0,0.75,0.2,[0],evt_e369b5a56fadc620,325.812
bot_197,0,0.75,0.2,[2],evt_e369b5a56fadc620,324.31000000000006
bot_198,0,0.75,0.2,[4],evt_e369b5a56fadc620,325.528
bot_199,0,0.75,0.2,"[1, 3]",evt_e369b5a56fadc620,326.58799999999997
bot_200,0,0.75,0.2,"[0, 2]",evt_e369b5a56fadc620,326.642
bot_201,0,0.75,0.2,"[0, 3]",evt_e369b5a56fadc620,327.86
bot_202,0,0.75,0.2,"[1, 2]",evt_e369b5a56fadc620,325.79200000000003
bot_203,0,0.75,0.2,"[0, 4]",evt_e369b5a56fadc620,325.904
bot_204,0,0.75,0.2,"[1, 4]",evt_e369b5a56fadc620,325.02200000000005
bot_205,0,0.75,0.2,"[2, 3]",evt_e369b5a56fadc620,325.8179999999999
bot_206,0,0.75,0.2,"[0, 1]",evt_e369b5a56fadc620,325.904
bot_207,0,0.75,0.2,"[3, 4]",evt_e369b5a56fadc620,324.946
bot_208,0,0.75,0.2,"[2, 4]",evt_e369b5a56fadc620,323.438
bot_209,0,1.0,0.2,[],evt_e369b5a56fadc620,250.0
bot_210,0,1.0,0.2,[1],evt_e369b5a56fadc620,250.0
bot_211,0,1.0,0.2,[3],evt_e369b5a56fadc620,250.0
bot_212,0,1.0,0.2,[0],evt_e369b5a56fadc620,250.0
bot_213,0,1.0,0.2,[2],evt_e369b5a56fadc620,250.0
bot_214,0,1.0,0.2,[4],evt_e369b5a56fadc620,250.0
bot_215,0,1.0,0.2,"[1, 3]",evt_e369b5a56fadc620,250.0
bot_216,0,1.0,0.2,"[0, 2]",evt_e369b5a56fadc620,250.0
bot_217,0,1.0,0.2,"[0, 3]",evt_e369b5a56fadc620,250.0
bot_218,0,1.0,0.2,"[1, 2]",evt_e369b5a56fadc620,250.0
bot_219,0,1.0,0.2,"[0, 4]",evt_e369b5a56fadc620,250.0
bot_220,0,1.0,0.2,"[1, 4]",evt_e369b5a56fadc620,250.0
bot_221,0,1.0,0.2,"[2, 3]",evt_e369b5a56fadc620,250.0
bot_222,0,1.0,0.2,"[0, 1]",evt_e369b5a56fadc620,250.0
bot_223,0,1.0,0.2,"[3, 4]",evt_e369b5a56fadc620,250.0
bot_224,0,1.0,0.2,"[2, 4]",evt_e369b5a56fadc620,250.0
bot_225,0,2,0.2,[],evt_e369b5a56fadc620,250.0
bot_226,0,2,0.2,[1],evt_e369b5a56fadc620,250.0
bot_227,0,2,0.2,[3],evt_e369b5a56fadc620,250.0
bot_228,0,2,0.2,[0],evt_e369b5a56fadc620,250.0
bot_229,0,2,0.2,[2],evt_e369b5a56fadc620,250.0
bot_230,0,2,0.2,[4],evt_e369b5a56fadc620,250.0
bot_231,0,2,0.2,"[1, 3]",evt_e369b5a56fadc620,250.0
bot_232,0,2,0.2,"[0, 2]",evt_e369b5a56fadc620,250.0
bot_233,0,2,0.2,"[0, 3]",evt_e369b5a56fadc620,250.0
bot_234,0,2,0.2,"[1, 2]",evt_e369b5a56fadc620,250.0
bot_235,0,2,0.2,"[0, 4]",evt_e369b5a56fadc620,250.0
bot_236,0,2,0.2,"[1, 4]",evt_e369b5a56fadc620,250.0
bot_237,0,2,0.2,"[2, 3]",evt_e369b5a56fadc620,250.0
bot_238,0,2,0.2,"[0, 1]",evt_e369b5a56fadc620,250.0
bot_239,0,2,0.2,"[3, 4]",evt_e369b5a56fadc620,250.0
bot_240,0,2,0.2,"[2, 4]",evt_e369b5a56fadc620,250.0
bot_241,0,0.25,0.25,[],evt_e369b5a56fadc620,342.18399999999997
bot_242,0,0.25,0.25,[1],evt_e369b5a56fadc620,342.928
bot_243,0,0.25,0.25,[3],evt_e369b5a56fadc620,344.08
bot_244,0,0.25,0.25,[0],evt_e369b5a56fadc620,343.078
bot_245,0,0.25,0.25,[2],evt_e369b5a56fadc620,343.93600000000004
bot_246,0,0.25,0.25,[4],evt_e369b5a56fadc620,342.934
bot_247,0,0.25,0.25,"[1, 3]",evt_e369b5a56fadc620,345.062
bot_248,0,0.25,0.25,"[0, 2]",evt_e369b5a56fadc620,342.9340000000001
bot_249,0,0.25,0.25,"[0, 3]",evt_e369b5a56fadc620,344.824
bot_250,0,0.25,0.25,"[1, 2]",evt_e369b5a56fadc620,344.08000000000004
bot_251,0,0.25,0.25,"[0, 4]",evt_e369b5a56fadc620,345.06200000000007
bot_252,0,0.25,0.25,"[1, 4]",evt_e369b5a56fadc620,344.08000000000004
bot_253,0,0.25,0.25,"[2, 3]",evt_e369b5a56fadc620,342.22
bot_254,0,0.25,0.25,"[0, 1]",evt_e369b5a56fadc620,344.41200000000003
bot_255,0,0.25,0.25,"[3, 4]",evt_e369b5a56fadc620,344.08000000000004
bot_256,0,0.25,0.25,"[2, 4]",evt_e369b5a56fadc620,344.41200000000003
bot_257,0,0.5,0.25,[],evt_e369b5a56fadc620,332.358
bot_258,0,0.5,0.25,[1],evt_e369b5a56fadc620,335.474
bot_259,0,0.5,0.25,[3],evt_e369b5a56fadc620,336.01599999999996
bot_260,0,0.5,0.25,[0],evt_e369b5a56fadc620,335.474
bot_261,0,0.5,0.25,[2],evt_e369b5a56fadc620,335.39
bot_262,0,0.5,0.25,[4],evt_e369b5a56fadc620,335.142
bot_263,0,0.5,0.25,"[1, 3]",evt_e369b5a56fadc620,335.39000000000004
bot_264,0,0.5,0.25,"[0, 2]",evt_e369b5a56fadc620,335.142
bot_265,0,0.5,0.25,"[0, 3]",evt_e369b5a56fadc620,335.142
bot_266,0,0.5,0.25,"[1, 2]",evt_e369b5a56fadc620,335.142
bot_267,0,0.5,0.25,"[0, 4]",evt_e369b5a56fadc620,334.284
bot_268,0,0.5,0.25,"[1, 4]",evt_e369b5a56fadc620,334.532
bot_269,0,0.5,0.25,"[2, 3]",evt_e369b5a56fadc620,336.66999999999996
bot_270,0,0.5,0.25,"[0, 1]",evt_e369b5a56fadc620,333.674
bot_271,0,0.5,0.25,"[3, 4]",evt_e369b5a56fadc620,336.66999999999996
bot_272,0,0.5,0.25,"[2, 4]",evt_e369b5a56fadc620,336.01599999999996
bot_273,0,0.75,0.25,[],evt_e369b5a56fadc620,324.31
bot_274,0,0.75,0.25,[1],evt_e369b5a56fadc620,325.79200000000003
bot_275,0,0.75,0.25,[3],evt_e369b5a56fadc620,324.65600000000006
bot_276,0,0.75,0.25,[0],evt_e369b5a56fadc620,325.178
bot_277,0,0.75,0.25,[2],evt_e369b5a56fadc620,322.564
bot_278,0,0.75,0.25,[4],evt_e369b5a56fadc620,324.30999999999995
bot_279,0,0.75,0.25,"[1, 3]",evt_e369b5a56fadc620,324.072
bot_280,0,0.75,0.25,"[0, 2]",evt_e369b5a56fadc620,327.354
bot_281,0,0.75,0.25,"[0, 3]",evt_e369b5a56fadc620,327.32
bot_282,0,0.75,0.25,"[1, 2]",evt_e369b5a56fadc620,323.438
bot_283,0,0.75,0.25,"[0, 4]",evt_e369b5a56fadc620,325.074
bot_284,0,0.75,0.25,"[1, 4]",evt_e369b5a56fadc620,323.61600000000004
bot_285,0,0.75,0.25,"[2, 3]",evt_e369b5a56fadc620,324.072
bot_286,0,0.75,0.25,"[0, 1]",evt_e369b5a56fadc620,326.642
bot_287,0,0.75,0.25,"[3, 4]",evt_e369b5a56fadc620,326.58799999999997
bot_288,0,0.75,0.25,"[2, 4]",evt_e369b5a56fadc620,324.15
bot_289,0,1.0,0.25,[],evt_e369b5a56fadc620,250.0
bot_290,0,1.0,0.25,[1],evt_e369b5a56fadc620,250.0
bot_291,0,1.0,0.25,[3],evt_e369b5a56fadc620,252.9
bot_292,0,1.0,0.25,[0],evt_e369b5a56fadc620,250.0
bot_293,0,1.0,0.25,[2],evt_e369b5a56fadc620,250.0
bot_294,0,1.0,0.25,[4],evt_e369b5a56fadc620,250.0
bot_295,0,1.0,0.25,"[1, 3]",evt_e369b5a56fadc620,250.0
bot_296,0,1.0,0.25,"[0, 2]",evt_e369b5a56fadc620,250.0
bot_297,0,1.0,0.25,"[0, 3]",evt_e369b5a56fadc620,250.0
bot_298,0,1.0,0.25,"[1, 2]",evt_e369b5a56fadc620,252.9
bot_299,0,1.0,0.25,"[0, 4]",evt_e369b5a56fadc620,250.0
bot_300,0,1.0,0.25,"[1, 4]",evt_e369b5a56fadc620,255.8
bot_301,0,1.0,0.25,"[2, 3]",evt_e369b5a56fadc620,250.0
bot_302,0,1.0,0.25,"[0, 1]",evt_e369b5a56fadc620,250.0
bot_303,0,1.0,0.25,"[3, 4]",evt_e369b5a56fadc620,250.0
bot_304,0,1.0,0.25,"[2, 4]",evt_e369b5a56fadc620,250.0
bot_305,0,2,0.25,[],evt_e369b5a56fadc620,250.0
bot_306,0,2,0.25,[1],evt_e369b5a56fadc620,250.0
bot_307,0,2,0.25,[3],evt_e369b5a56fadc620,250.0
bot_308,0,2,0.25,[0],evt_e369b5a56fadc620,250.0
bot_309,0,2,0.25,[2],evt_e369b5a56fadc620,250.0
bot_310,0,2,0.25,[4],evt_e369b5a56fadc620,250.0
bot_311,0,2,0.25,"[1, 3]",evt_e369b5a56fadc620,250.0
bot_312,0,2,0.25,"[0, 2]",evt_e369b5a56fadc620,250.0
bot_313,0,2,0.25,"[0, 3]",evt_e369b5a56fadc620,250.0
bot_314,0,2,0.25,"[1, 2]",evt_e369b5a56fadc620,250.0
bot_315,0,2,0.25,"[0, 4]",evt_e369b5a56fadc620,250.0
bot_316,0,2,0.25,"[1, 4]",evt_e369b5a56fadc620,250.0
bot_317,0,2,0.25,"[2, 3]",evt_e369b5a56fadc620,250.0
bot_318,0,2,0.25,"[0, 1]",evt_e369b5a56fadc620,250.0
bot_319,0,2,0.25,"[3, 4]",evt_e369b5a56fadc620,250.0
bot_320,0,2,0.25,"[2, 4]",evt_e369b5a56fadc620,250.0
bot_321,0,0.25,0.3,[],evt_e369b5a56fadc620,346.16799999999995
bot_322,0,0.25,0.3,[1],evt_e369b5a56fadc620,342.618
bot_323,0,0.25,0.3,[3],evt_e369b5a56fadc620,345.09799999999996
bot_324,0,0.25,0.3,[0],evt_e369b5a56fadc620,344.602
bot_325,0,0.25,0.3,[2],evt_e369b5a56fadc620,342.618
bot_326,0,0.25,0.3,[4],evt_e369b5a56fadc620,344.602
bot_327,0,0.25,0.3,"[1, 3]",evt_e369b5a56fadc620,343.662
bot_328,0,0.25,0.3,"[0, 2]",evt_e369b5a56fadc620,346.168
bot_329,0,0.25,0.3,"[0, 3]",evt_e369b5a56fadc620,344.26599999999996
bot_330,0,0.25,0.3,"[1, 2]",evt_e369b5a56fadc620,343.62
bot_331,0,0.25,0.3,"[0, 4]",evt_e369b5a56fadc620,344.04599999999994
bot_332,0,0.25,0.3,"[1, 4]",evt_e369b5a56fadc620,344.046
bot_333,0,0.25,0.3,"[2, 3]",evt_e369b5a56fadc620,343.62
bot_334,0,0.25,0.3,"[0, 1]",evt_e369b5a56fadc620,343.6620000000001
bot_335,0,0.25,0.3,"[3, 4]",evt_e369b5a56fadc620,344.164
bot_336,0,0.25,0.3,"[2, 4]",evt_e369b5a56fadc620,344.602
bot_337,0,0.5,0.3,[],evt_e369b5a56fadc620,335.79800000000006
bot_338,0,0.5,0.3,[1],evt_e369b5a56fadc620,334.09799999999996
bot_339,0,0.5,0.3,[3],evt_e369b5a56fadc620,336.80600000000004
bot_340,0,0.5,0.3,[0],evt_e369b5a56fadc620,335.02
bot_341,0,0.5,0.3,[2],evt_e369b5a56fadc620,335.61800000000005
bot_342,0,0.5,0.3,[4],evt_e369b5a56fadc620,335.02
bot_343,0,0.5,0.3,"[1, 3]",evt_e369b5a56fadc620,334.948
bot_344,0,0.5,0.3,"[0, 2]",evt_e369b5a56fadc620,336.222
bot_345,0,0.5,0.3,"[0, 3]",evt_e369b5a56fadc620,335.472
bot_346,0,0.5,0.3,"[1, 2]",evt_e369b5a56fadc620,336.46999999999997
bot_347,0,0.5,0.3,"[0, 4]",evt_e369b5a56fadc620,336.264
bot_348,0,0.5,0.3,"[1, 4]",evt_e369b5a56fadc620,333.46400000000006
bot_349,0,0.5,0.3,"[2, 3]",evt_e369b5a56fadc620,337.28799999999995
bot_350,0,0.5,0.3,"[0, 1]",evt_e369b5a56fadc620,336.46999999999997
