Bot,maxIPOSpending,Risk,PrefRanks,EventID,AvgEarnings
bot_102,50,0.0,[4],evt_1a341f55f12d099b714af8b82c3205c9,362.94599999999997
bot_103,50,0.0,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,369.20799999999997
bot_104,50,0.0,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,373.206
bot_105,50,0.0,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,393.038
bot_106,50,0.0,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,361.044
bot_107,50,0.0,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,370.544
bot_108,50,0.0,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,364.216
bot_109,50,0.0,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,381.076
bot_110,50,0.0,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,380.236
bot_111,50,0.0,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,378.546
bot_112,50,0.0,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,360.714
bot_113,50,0.2,[],evt_1a341f55f12d099b714af8b82c3205c9,473.0
bot_114,50,0.2,[1],evt_1a341f55f12d099b714af8b82c3205c9,461.2
bot_115,50,0.2,[3],evt_1a341f55f12d099b714af8b82c3205c9,461.9
bot_116,50,0.2,[0],evt_1a341f55f12d099b714af8b82c3205c9,439.4
bot_117,50,0.2,[2],evt_1a341f55f12d099b714af8b82c3205c9,417.2
bot_118,50,0.2,[4],evt_1a341f55f12d099b714af8b82c3205c9,409.474
bot_119,50,0.2,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,476.5
bot_120,50,0.2,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,379.9
bot_121,50,0.2,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,464.6
bot_122,50,0.2,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,435.6
bot_123,50,0.2,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,419.172
bot_124,50,0.2,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,430.904
bot_125,50,0.2,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,478.3
bot_126,50,0.2,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,435.0
bot_127,50,0.2,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,401.87
bot_128,50,0.2,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,433.07
bot_129,50,0.4,[],evt_1a341f55f12d099b714af8b82c3205c9,501.814
bot_130,50,0.4,[1],evt_1a341f55f12d099b714af8b82c3205c9,504.4
bot_131,50,0.4,[3],evt_1a341f55f12d099b714af8b82c3205c9,500.4
bot_132,50,0.4,[0],evt_1a341f55f12d099b714af8b82c3205c9,513.62
bot_133,50,0.4,[2],evt_1a341f55f12d099b714af8b82c3205c9,466.8
bot_134,50,0.4,[4],evt_1a341f55f12d099b714af8b82c3205c9,470.744
bot_135,50,0.4,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,498.6
bot_136,50,0.4,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,523.956
bot_137,50,0.4,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,493.2
bot_138,50,0.4,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,466.3
bot_139,50,0.4,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,471.476
bot_140,50,0.4,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,476.10599999999994
bot_141,50,0.4,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,484.4
bot_142,50,0.4,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,533.146
bot_143,50,0.4,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,480.03999999999996
bot_144,50,0.4,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,481.14
bot_145,50,0.6000000000000001,[],evt_1a341f55f12d099b714af8b82c3205c9,477.4799999999999
bot_146,50,0.6000000000000001,[1],evt_1a341f55f12d099b714af8b82c3205c9,485.2799999999999
bot_147,50,0.6000000000000001,[3],evt_1a341f55f12d099b714af8b82c3205c9,498.87999999999994
bot_148,50,0.6000000000000001,[0],evt_1a341f55f12d099b714af8b82c3205c9,513.544
bot_149,50,0.6000000000000001,[2],evt_1a341f55f12d099b714af8b82c3205c9,469.4799999999999
bot_150,50,0.6000000000000001,[4],evt_1a341f55f12d099b714af8b82c3205c9,451.84799999999996
bot_151,50,0.6000000000000001,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,492.94399999999996
bot_152,50,0.6000000000000001,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,493.4799999999999
bot_153,50,0.6000000000000001,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,499.37999999999994
bot_154,50,0.6000000000000001,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,461.07399999999996
bot_155,50,0.6000000000000001,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,469.212
bot_156,50,0.6000000000000001,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,460.4459999999999
bot_157,50,0.6000000000000001,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,498.54599999999994
bot_158,50,0.6000000000000001,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,497.67999999999995
bot_159,50,0.6000000000000001,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,467.044
bot_160,50,0.6000000000000001,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,455.8759999999999
bot_161,50,0.8,[],evt_1a341f55f12d099b714af8b82c3205c9,455.67999999999995
bot_162,50,0.8,[1],evt_1a341f55f12d099b714af8b82c3205c9,454.67999999999995
bot_163,50,0.8,[3],evt_1a341f55f12d099b714af8b82c3205c9,499.7079999999999
bot_164,50,0.8,[0],evt_1a341f55f12d099b714af8b82c3205c9,484.0799999999999
bot_165,50,0.8,[2],evt_1a341f55f12d099b714af8b82c3205c9,463.044
bot_166,50,0.8,[4],evt_1a341f55f12d099b714af8b82c3205c9,453.40999999999997
bot_167,50,0.8,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,487.936
bot_168,50,0.8,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,471.44399999999996
bot_169,50,0.8,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,487.70799999999997
bot_170,50,0.8,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,472.14399999999995
bot_171,50,0.8,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,457.9459999999999
bot_172,50,0.8,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,457.576
bot_173,50,0.8,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,495.5799999999999
bot_174,50,0.8,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,487.2799999999999
bot_175,50,0.8,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,474.576
bot_176,50,0.8,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,456.07199999999995
bot_177,50,1.0,[],evt_1a341f55f12d099b714af8b82c3205c9,445.67999999999995
bot_178,50,1.0,[1],evt_1a341f55f12d099b714af8b82c3205c9,482.47599999999994
bot_179,50,1.0,[3],evt_1a341f55f12d099b714af8b82c3205c9,491.40600000000006
bot_180,50,1.0,[0],evt_1a341f55f12d099b714af8b82c3205c9,465.87999999999994
bot_181,50,1.0,[2],evt_1a341f55f12d099b714af8b82c3205c9,464.40599999999995
bot_182,50,1.0,[4],evt_1a341f55f12d099b714af8b82c3205c9,453.17600000000004
bot_183,50,1.0,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,501.87399999999997
bot_184,50,1.0,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,461.54599999999994
bot_185,50,1.0,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,498.274
bot_186,50,1.0,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,469.674
bot_187,50,1.0,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,461.47599999999994
bot_188,50,1.0,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,454.27599999999995
bot_189,50,1.0,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,490.774
bot_190,50,1.0,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,468.2799999999999
bot_191,50,1.0,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,465.27599999999995
bot_192,50,1.0,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,454.3459999999999
bot_193,100,0.0,[],evt_1a341f55f12d099b714af8b82c3205c9,419.004
bot_194,100,0.0,[1],evt_1a341f55f12d099b714af8b82c3205c9,411.474
bot_195,100,0.0,[3],evt_1a341f55f12d099b714af8b82c3205c9,408.8
bot_196,100,0.0,[0],evt_1a341f55f12d099b714af8b82c3205c9,371.67400000000004
bot_197,100,0.0,[2],evt_1a341f55f12d099b714af8b82c3205c9,351.704
bot_198,100,0.0,[4],evt_1a341f55f12d099b714af8b82c3205c9,371.70799999999997
bot_199,100,0.0,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,392.006
bot_200,100,0.0,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,349.4719999999999
bot_201,100,0.0,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,367.84000000000003
bot_202,100,0.0,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,338.07
bot_203,100,0.0,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,388.11199999999997
bot_204,100,0.0,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,348.308
bot_205,100,0.0,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,411.8
bot_206,100,0.0,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,390.212
bot_207,100,0.0,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,373.01
bot_208,100,0.0,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,322.7800000000001
bot_209,100,0.2,[],evt_1a341f55f12d099b714af8b82c3205c9,441.668
bot_210,100,0.2,[1],evt_1a341f55f12d099b714af8b82c3205c9,457.66999999999996
bot_211,100,0.2,[3],evt_1a341f55f12d099b714af8b82c3205c9,458.6
bot_212,100,0.2,[0],evt_1a341f55f12d099b714af8b82c3205c9,418.20599999999996
bot_213,100,0.2,[2],evt_1a341f55f12d099b714af8b82c3205c9,347.504
bot_214,100,0.2,[4],evt_1a341f55f12d099b714af8b82c3205c9,447.77799999999996
bot_215,100,0.2,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,464.3
bot_216,100,0.2,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,366.408
bot_217,100,0.2,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,450.70200000000006
bot_218,100,0.2,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,439.3
bot_219,100,0.2,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,379.44199999999995
bot_220,100,0.2,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,447.07000000000005
bot_221,100,0.2,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,445.2
bot_222,100,0.2,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,469.53999999999996
bot_223,100,0.2,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,412.00600000000003
bot_224,100,0.2,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,416.37
bot_225,100,0.4,[],evt_1a341f55f12d099b714af8b82c3205c9,501.412
bot_226,100,0.4,[1],evt_1a341f55f12d099b714af8b82c3205c9,496.204
bot_227,100,0.4,[3],evt_1a341f55f12d099b714af8b82c3205c9,511.0
bot_228,100,0.4,[0],evt_1a341f55f12d099b714af8b82c3205c9,493.88199999999995
bot_229,100,0.4,[2],evt_1a341f55f12d099b714af8b82c3205c9,443.6
bot_230,100,0.4,[4],evt_1a341f55f12d099b714af8b82c3205c9,462.01000000000005
bot_231,100,0.4,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,502.1
bot_232,100,0.4,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,492.80600000000004
bot_233,100,0.4,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,533.4
bot_234,100,0.4,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,473.1
bot_235,100,0.4,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,486.812
bot_236,100,0.4,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,469.97599999999994
bot_237,100,0.4,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,484.1
bot_238,100,0.4,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,497.2780000000001
bot_239,100,0.4,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,474.7799999999999
bot_240,100,0.4,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,437.576
bot_241,100,0.6000000000000001,[],evt_1a341f55f12d099b714af8b82c3205c9,473.87999999999994
bot_242,100,0.6000000000000001,[1],evt_1a341f55f12d099b714af8b82c3205c9,480.4799999999999
bot_243,100,0.6000000000000001,[3],evt_1a341f55f12d099b714af8b82c3205c9,496.6
bot_244,100,0.6000000000000001,[0],evt_1a341f55f12d099b714af8b82c3205c9,502.8079999999999
bot_245,100,0.6000000000000001,[2],evt_1a341f55f12d099b714af8b82c3205c9,445.038
bot_246,100,0.6000000000000001,[4],evt_1a341f55f12d099b714af8b82c3205c9,438.012
bot_247,100,0.6000000000000001,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,508.57199999999995
bot_248,100,0.6000000000000001,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,486.73999999999995
bot_249,100,0.6000000000000001,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,534.536
bot_250,100,0.6000000000000001,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,459.508
bot_251,100,0.6000000000000001,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,479.712
bot_252,100,0.6000000000000001,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,458.7099999999999
bot_253,100,0.6000000000000001,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,483.4
bot_254,100,0.6000000000000001,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,503.0799999999999
bot_255,100,0.6000000000000001,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,472.304
bot_256,100,0.6000000000000001,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,445.20799999999997
bot_257,100,0.8,[],evt_1a341f55f12d099b714af8b82c3205c9,454.87999999999994
bot_258,100,0.8,[1],evt_1a341f55f12d099b714af8b82c3205c9,467.4719999999999
bot_259,100,0.8,[3],evt_1a341f55f12d099b714af8b82c3205c9,507.6
bot_260,100,0.8,[0],evt_1a341f55f12d099b714af8b82c3205c9,480.94399999999996
bot_261,100,0.8,[2],evt_1a341f55f12d099b714af8b82c3205c9,463.30999999999995
bot_262,100,0.8,[4],evt_1a341f55f12d099b714af8b82c3205c9,442.41799999999995
bot_263,100,0.8,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,513.708
bot_264,100,0.8,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,481.5079999999999
bot_265,100,0.8,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,542.872
bot_266,100,0.8,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,467.84399999999994
bot_267,100,0.8,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,485.1459999999999
bot_268,100,0.8,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,463.3779999999999
bot_269,100,0.8,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,486.3
bot_270,100,0.8,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,484.544
bot_271,100,0.8,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,467.63599999999997
bot_272,100,0.8,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,443.17599999999993
bot_273,100,1.0,[],evt_1a341f55f12d099b714af8b82c3205c9,443.67999999999995
bot_274,100,1.0,[1],evt_1a341f55f12d099b714af8b82c3205c9,475.87600000000003
bot_275,100,1.0,[3],evt_1a341f55f12d099b714af8b82c3205c9,518.376
bot_276,100,1.0,[0],evt_1a341f55f12d099b714af8b82c3205c9,459.87999999999994
bot_277,100,1.0,[2],evt_1a341f55f12d099b714af8b82c3205c9,452.64399999999995
bot_278,100,1.0,[4],evt_1a341f55f12d099b714af8b82c3205c9,439.2799999999999
bot_279,100,1.0,"[1, 3]",evt_1a341f55f12d099b714af8b82c3205c9,516.9099999999999
bot_280,100,1.0,"[0, 2]",evt_1a341f55f12d099b714af8b82c3205c9,455.20799999999997
bot_281,100,1.0,"[0, 3]",evt_1a341f55f12d099b714af8b82c3205c9,533.742
bot_282,100,1.0,"[1, 2]",evt_1a341f55f12d099b714af8b82c3205c9,461.238
bot_283,100,1.0,"[0, 4]",evt_1a341f55f12d099b714af8b82c3205c9,458.47799999999995
bot_284,100,1.0,"[1, 4]",evt_1a341f55f12d099b714af8b82c3205c9,452.47599999999994
bot_285,100,1.0,"[2, 3]",evt_1a341f55f12d099b714af8b82c3205c9,498.10599999999994
bot_286,100,1.0,"[0, 1]",evt_1a341f55f12d099b714af8b82c3205c9,490.0799999999999
bot_287,100,1.0,"[3, 4]",evt_1a341f55f12d099b714af8b82c3205c9,457.872
bot_288,100,1.0,"[2, 4]",evt_1a341f55f12d099b714af8b82c3205c9,442.87199999999996
bot_289,150,0.0,[],evt_1a341f55f12d099b714af8b82c3205c9,425.804
