Bot,maxIPOSpending,BuyRisk,SellRisk,PrefRanks,IPOcsv,LIVEcsv,EventID,AvgEarnings
bot_61,0,0.25,0.15,[4],True,True,evt_1a341f55f12d099b714af8b82c3205c9,480.43
bot_62,0,0.25,0.15,[4],True,False,evt_1a341f55f12d099b714af8b82c3205c9,475.15199999999993
bot_63,0,0.25,0.15,[4],False,True,evt_1a341f55f12d099b714af8b82c3205c9,481.15600000000006
bot_64,0,0.25,0.15,[4],False,False,evt_1a341f55f12d099b714af8b82c3205c9,454.17800000000005
bot_65,0,0.25,0.15,"[0, 1]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,483.85200000000003
bot_66,0,0.25,0.15,"[0, 1]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,429.85600000000005
bot_67,0,0.25,0.15,"[0, 1]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,477.79800000000006
bot_68,0,0.25,0.15,"[0, 1]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,457.93199999999996
bot_69,0,0.25,0.15,"[1, 2]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,487.9340000000001
bot_70,0,0.25,0.15,"[1, 2]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,453.5400000000001
bot_71,0,0.25,0.15,"[1, 2]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,482.342
bot_72,0,0.25,0.15,"[1, 2]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,465.604
bot_73,0,0.25,0.15,"[2, 3]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,481.718
bot_74,0,0.25,0.15,"[2, 3]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,472.38800000000003
bot_75,0,0.25,0.15,"[2, 3]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,487.32
bot_76,0,0.25,0.15,"[2, 3]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,455.24399999999997
bot_77,0,0.25,0.15,"[3, 4]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,481.922
bot_78,0,0.25,0.15,"[3, 4]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,446.688
bot_79,0,0.25,0.15,"[3, 4]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,491.1240000000001
bot_80,0,0.25,0.15,"[3, 4]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,448.224
bot_81,0,0.25,0.2,[],True,True,evt_1a341f55f12d099b714af8b82c3205c9,481.014
bot_82,0,0.25,0.2,[],True,False,evt_1a341f55f12d099b714af8b82c3205c9,445.48
bot_83,0,0.25,0.2,[],False,True,evt_1a341f55f12d099b714af8b82c3205c9,470.3840000000001
bot_84,0,0.25,0.2,[],False,False,evt_1a341f55f12d099b714af8b82c3205c9,452.29400000000004
bot_85,0,0.25,0.2,[0],True,True,evt_1a341f55f12d099b714af8b82c3205c9,467.88800000000003
bot_86,0,0.25,0.2,[0],True,False,evt_1a341f55f12d099b714af8b82c3205c9,424.48400000000004
bot_87,0,0.25,0.2,[0],False,True,evt_1a341f55f12d099b714af8b82c3205c9,482.1500000000001
bot_88,0,0.25,0.2,[0],False,False,evt_1a341f55f12d099b714af8b82c3205c9,434.25
bot_89,0,0.25,0.2,[1],True,True,evt_1a341f55f12d099b714af8b82c3205c9,476.38
bot_90,0,0.25,0.2,[1],True,False,evt_1a341f55f12d099b714af8b82c3205c9,453.46000000000004
bot_91,0,0.25,0.2,[1],False,True,evt_1a341f55f12d099b714af8b82c3205c9,475.62399999999997
bot_92,0,0.25,0.2,[1],False,False,evt_1a341f55f12d099b714af8b82c3205c9,444.12600000000003
bot_93,0,0.25,0.2,[2],True,True,evt_1a341f55f12d099b714af8b82c3205c9,484.02200000000005
bot_94,0,0.25,0.2,[2],True,False,evt_1a341f55f12d099b714af8b82c3205c9,451.31200000000007
bot_95,0,0.25,0.2,[2],False,True,evt_1a341f55f12d099b714af8b82c3205c9,478.24000000000007
bot_96,0,0.25,0.2,[2],False,False,evt_1a341f55f12d099b714af8b82c3205c9,462.93
bot_97,0,0.25,0.2,[3],True,True,evt_1a341f55f12d099b714af8b82c3205c9,479.026
bot_98,0,0.25,0.2,[3],True,False,evt_1a341f55f12d099b714af8b82c3205c9,468.22200000000004
bot_99,0,0.25,0.2,[3],False,True,evt_1a341f55f12d099b714af8b82c3205c9,469.90600000000006
bot_100,0,0.25,0.2,[3],False,False,evt_1a341f55f12d099b714af8b82c3205c9,448.54799999999994
bot_101,0,0.25,0.2,[4],True,True,evt_1a341f55f12d099b714af8b82c3205c9,479.5040000000001
bot_102,0,0.25,0.2,[4],True,False,evt_1a341f55f12d099b714af8b82c3205c9,442.76800000000003
bot_103,0,0.25,0.2,[4],False,True,evt_1a341f55f12d099b714af8b82c3205c9,481.1380000000001
bot_104,0,0.25,0.2,[4],False,False,evt_1a341f55f12d099b714af8b82c3205c9,453.14400000000006
bot_105,0,0.25,0.2,"[0, 1]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,474.15200000000004
bot_106,0,0.25,0.2,"[0, 1]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,438.884
bot_107,0,0.25,0.2,"[0, 1]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,477.2320000000001
bot_108,0,0.25,0.2,"[0, 1]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,433.83599999999996
bot_109,0,0.25,0.2,"[1, 2]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,476.23600000000005
bot_110,0,0.25,0.2,"[1, 2]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,457.85200000000003
bot_111,0,0.25,0.2,"[1, 2]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,481.5080000000001
bot_112,0,0.25,0.2,"[1, 2]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,455.7200000000001
bot_113,0,0.25,0.2,"[2, 3]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,473.0200000000001
bot_114,0,0.25,0.2,"[2, 3]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,453.46000000000004
bot_115,0,0.25,0.2,"[2, 3]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,477.942
bot_116,0,0.25,0.2,"[2, 3]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,437.744
bot_117,0,0.25,0.2,"[3, 4]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,477.4320000000001
bot_118,0,0.25,0.2,"[3, 4]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,449.89
bot_119,0,0.25,0.2,"[3, 4]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,479.218
bot_120,0,0.25,0.2,"[3, 4]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,452.9440000000001
bot_121,0,0.25,0.25,[],True,True,evt_1a341f55f12d099b714af8b82c3205c9,480.802
bot_122,0,0.25,0.25,[],True,False,evt_1a341f55f12d099b714af8b82c3205c9,438.838
bot_123,0,0.25,0.25,[],False,True,evt_1a341f55f12d099b714af8b82c3205c9,477.37000000000006
bot_124,0,0.25,0.25,[],False,False,evt_1a341f55f12d099b714af8b82c3205c9,461.46400000000006
bot_125,0,0.25,0.25,[0],True,True,evt_1a341f55f12d099b714af8b82c3205c9,475.4460000000001
bot_126,0,0.25,0.25,[0],True,False,evt_1a341f55f12d099b714af8b82c3205c9,447.99000000000007
bot_127,0,0.25,0.25,[0],False,True,evt_1a341f55f12d099b714af8b82c3205c9,465.09800000000007
bot_128,0,0.25,0.25,[0],False,False,evt_1a341f55f12d099b714af8b82c3205c9,431.6620000000001
bot_129,0,0.25,0.25,[1],True,True,evt_1a341f55f12d099b714af8b82c3205c9,478.26000000000005
bot_130,0,0.25,0.25,[1],True,False,evt_1a341f55f12d099b714af8b82c3205c9,457.342
bot_131,0,0.25,0.25,[1],False,True,evt_1a341f55f12d099b714af8b82c3205c9,475.758
bot_132,0,0.25,0.25,[1],False,False,evt_1a341f55f12d099b714af8b82c3205c9,429.69800000000004
bot_133,0,0.25,0.25,[2],True,True,evt_1a341f55f12d099b714af8b82c3205c9,467.18600000000004
bot_134,0,0.25,0.25,[2],True,False,evt_1a341f55f12d099b714af8b82c3205c9,455.91
bot_135,0,0.25,0.25,[2],False,True,evt_1a341f55f12d099b714af8b82c3205c9,474.6
bot_136,0,0.25,0.25,[2],False,False,evt_1a341f55f12d099b714af8b82c3205c9,468.468
bot_137,0,0.25,0.25,[3],True,True,evt_1a341f55f12d099b714af8b82c3205c9,480.91
bot_138,0,0.25,0.25,[3],True,False,evt_1a341f55f12d099b714af8b82c3205c9,456.1940000000001
bot_139,0,0.25,0.25,[3],False,True,evt_1a341f55f12d099b714af8b82c3205c9,469.05600000000004
bot_140,0,0.25,0.25,[3],False,False,evt_1a341f55f12d099b714af8b82c3205c9,462.41999999999996
bot_141,0,0.25,0.25,[4],True,True,evt_1a341f55f12d099b714af8b82c3205c9,466.51800000000003
bot_142,0,0.25,0.25,[4],True,False,evt_1a341f55f12d099b714af8b82c3205c9,453.858
bot_143,0,0.25,0.25,[4],False,True,evt_1a341f55f12d099b714af8b82c3205c9,476.974
bot_144,0,0.25,0.25,[4],False,False,evt_1a341f55f12d099b714af8b82c3205c9,450.14400000000006
bot_145,0,0.25,0.25,"[0, 1]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,467.99000000000007
bot_146,0,0.25,0.25,"[0, 1]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,422.68199999999996
bot_147,0,0.25,0.25,"[0, 1]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,474.89400000000006
bot_148,0,0.25,0.25,"[0, 1]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,433.37000000000006
bot_149,0,0.25,0.25,"[1, 2]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,480.73
bot_150,0,0.25,0.25,"[1, 2]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,462.0280000000001
bot_151,0,0.25,0.25,"[1, 2]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,477.2320000000001
bot_152,0,0.25,0.25,"[1, 2]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,434.158
bot_153,0,0.25,0.25,"[2, 3]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,481.37800000000004
bot_154,0,0.25,0.25,"[2, 3]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,462.288
bot_155,0,0.25,0.25,"[2, 3]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,473.064
bot_156,0,0.25,0.25,"[2, 3]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,447.86800000000005
bot_157,0,0.25,0.25,"[3, 4]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,474.69800000000004
bot_158,0,0.25,0.25,"[3, 4]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,461.68
bot_159,0,0.25,0.25,"[3, 4]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,477.84000000000003
bot_160,0,0.25,0.25,"[3, 4]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,436.0400000000001
bot_161,0,0.25,0.3,[],True,True,evt_1a341f55f12d099b714af8b82c3205c9,474.064
bot_162,0,0.25,0.3,[],True,False,evt_1a341f55f12d099b714af8b82c3205c9,446.36400000000003
bot_163,0,0.25,0.3,[],False,True,evt_1a341f55f12d099b714af8b82c3205c9,482.1940000000001
bot_164,0,0.25,0.3,[],False,False,evt_1a341f55f12d099b714af8b82c3205c9,450.43600000000004
bot_165,0,0.25,0.3,[0],True,True,evt_1a341f55f12d099b714af8b82c3205c9,468.8660000000001
bot_166,0,0.25,0.3,[0],True,False,evt_1a341f55f12d099b714af8b82c3205c9,442.21400000000006
bot_167,0,0.25,0.3,[0],False,True,evt_1a341f55f12d099b714af8b82c3205c9,482.09400000000005
bot_168,0,0.25,0.3,[0],False,False,evt_1a341f55f12d099b714af8b82c3205c9,442.438
bot_169,0,0.25,0.3,[1],True,True,evt_1a341f55f12d099b714af8b82c3205c9,473.91
bot_170,0,0.25,0.3,[1],True,False,evt_1a341f55f12d099b714af8b82c3205c9,456.892
bot_171,0,0.25,0.3,[1],False,True,evt_1a341f55f12d099b714af8b82c3205c9,481.9240000000001
bot_172,0,0.25,0.3,[1],False,False,evt_1a341f55f12d099b714af8b82c3205c9,444.718
bot_173,0,0.25,0.3,[2],True,True,evt_1a341f55f12d099b714af8b82c3205c9,481.36800000000005
bot_174,0,0.25,0.3,[2],True,False,evt_1a341f55f12d099b714af8b82c3205c9,467.134
bot_175,0,0.25,0.3,[2],False,True,evt_1a341f55f12d099b714af8b82c3205c9,477.7120000000001
bot_176,0,0.25,0.3,[2],False,False,evt_1a341f55f12d099b714af8b82c3205c9,437.438
bot_177,0,0.25,0.3,[3],True,True,evt_1a341f55f12d099b714af8b82c3205c9,481.026
bot_178,0,0.25,0.3,[3],True,False,evt_1a341f55f12d099b714af8b82c3205c9,437.23400000000004
bot_179,0,0.25,0.3,[3],False,True,evt_1a341f55f12d099b714af8b82c3205c9,479.744
bot_180,0,0.25,0.3,[3],False,False,evt_1a341f55f12d099b714af8b82c3205c9,468.27
bot_181,0,0.25,0.3,[4],True,True,evt_1a341f55f12d099b714af8b82c3205c9,479.226
bot_182,0,0.25,0.3,[4],True,False,evt_1a341f55f12d099b714af8b82c3205c9,460.706
bot_183,0,0.25,0.3,[4],False,True,evt_1a341f55f12d099b714af8b82c3205c9,480.814
bot_184,0,0.25,0.3,[4],False,False,evt_1a341f55f12d099b714af8b82c3205c9,462.476
bot_185,0,0.25,0.3,"[0, 1]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,473.95200000000006
bot_186,0,0.25,0.3,"[0, 1]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,419.6940000000001
bot_187,0,0.25,0.3,"[0, 1]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,481.912
bot_188,0,0.25,0.3,"[0, 1]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,441.2960000000001
bot_189,0,0.25,0.3,"[1, 2]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,474.9040000000001
bot_190,0,0.25,0.3,"[1, 2]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,455.2880000000001
bot_191,0,0.25,0.3,"[1, 2]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,480.7320000000001
bot_192,0,0.25,0.3,"[1, 2]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,451.004
bot_193,0,0.25,0.3,"[2, 3]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,480.3860000000001
bot_194,0,0.25,0.3,"[2, 3]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,446.892
bot_195,0,0.25,0.3,"[2, 3]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,483.35200000000003
bot_196,0,0.25,0.3,"[2, 3]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,444.7120000000001
bot_197,0,0.25,0.3,"[3, 4]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,483.5380000000001
bot_198,0,0.25,0.3,"[3, 4]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,429.1740000000001
bot_199,0,0.25,0.3,"[3, 4]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,473.384
bot_200,0,0.25,0.3,"[3, 4]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,458.218
bot_201,0,0.5,0.1,[],True,True,evt_1a341f55f12d099b714af8b82c3205c9,483.0280000000001
bot_202,0,0.5,0.1,[],True,False,evt_1a341f55f12d099b714af8b82c3205c9,486.10200000000003
bot_203,0,0.5,0.1,[],False,True,evt_1a341f55f12d099b714af8b82c3205c9,487.8860000000001
bot_204,0,0.5,0.1,[],False,False,evt_1a341f55f12d099b714af8b82c3205c9,486.49799999999993
bot_205,0,0.5,0.1,[0],True,True,evt_1a341f55f12d099b714af8b82c3205c9,486.02400000000006
bot_206,0,0.5,0.1,[0],True,False,evt_1a341f55f12d099b714af8b82c3205c9,489.196
bot_207,0,0.5,0.1,[0],False,True,evt_1a341f55f12d099b714af8b82c3205c9,485.87800000000004
bot_208,0,0.5,0.1,[0],False,False,evt_1a341f55f12d099b714af8b82c3205c9,490.85200000000003
bot_209,0,0.5,0.1,[1],True,True,evt_1a341f55f12d099b714af8b82c3205c9,489.39400000000006
bot_210,0,0.5,0.1,[1],True,False,evt_1a341f55f12d099b714af8b82c3205c9,490.98400000000004
bot_211,0,0.5,0.1,[1],False,True,evt_1a341f55f12d099b714af8b82c3205c9,489.506
bot_212,0,0.5,0.1,[1],False,False,evt_1a341f55f12d099b714af8b82c3205c9,488.678
bot_213,0,0.5,0.1,[2],True,True,evt_1a341f55f12d099b714af8b82c3205c9,488.88800000000003
bot_214,0,0.5,0.1,[2],True,False,evt_1a341f55f12d099b714af8b82c3205c9,486.804
bot_215,0,0.5,0.1,[2],False,True,evt_1a341f55f12d099b714af8b82c3205c9,485.68600000000004
bot_216,0,0.5,0.1,[2],False,False,evt_1a341f55f12d099b714af8b82c3205c9,490.3
bot_217,0,0.5,0.1,[3],True,True,evt_1a341f55f12d099b714af8b82c3205c9,489.25
bot_218,0,0.5,0.1,[3],True,False,evt_1a341f55f12d099b714af8b82c3205c9,490.94800000000004
bot_219,0,0.5,0.1,[3],False,True,evt_1a341f55f12d099b714af8b82c3205c9,489.36
bot_220,0,0.5,0.1,[3],False,False,evt_1a341f55f12d099b714af8b82c3205c9,491.774
bot_221,0,0.5,0.1,[4],True,True,evt_1a341f55f12d099b714af8b82c3205c9,486.22799999999995
bot_222,0,0.5,0.1,[4],True,False,evt_1a341f55f12d099b714af8b82c3205c9,492.784
bot_223,0,0.5,0.1,[4],False,True,evt_1a341f55f12d099b714af8b82c3205c9,488.946
bot_224,0,0.5,0.1,[4],False,False,evt_1a341f55f12d099b714af8b82c3205c9,489.808
bot_225,0,0.5,0.1,"[0, 1]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,486.884
bot_226,0,0.5,0.1,"[0, 1]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,487.954
bot_227,0,0.5,0.1,"[0, 1]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,486.07400000000007
bot_228,0,0.5,0.1,"[0, 1]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,488.684
bot_229,0,0.5,0.1,"[1, 2]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,486.32199999999995
bot_230,0,0.5,0.1,"[1, 2]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,491.332
bot_231,0,0.5,0.1,"[1, 2]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,488.3160000000001
bot_232,0,0.5,0.1,"[1, 2]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,490.79800000000006
bot_233,0,0.5,0.1,"[2, 3]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,489.86
bot_234,0,0.5,0.1,"[2, 3]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,491.87399999999997
bot_235,0,0.5,0.1,"[2, 3]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,490.438
bot_236,0,0.5,0.1,"[2, 3]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,490.934
bot_237,0,0.5,0.1,"[3, 4]",True,True,evt_1a341f55f12d099b714af8b82c3205c9,487.418
bot_238,0,0.5,0.1,"[3, 4]",True,False,evt_1a341f55f12d099b714af8b82c3205c9,492.4
bot_239,0,0.5,0.1,"[3, 4]",False,True,evt_1a341f55f12d099b714af8b82c3205c9,491.654
bot_240,0,0.5,0.1,"[3, 4]",False,False,evt_1a341f55f12d099b714af8b82c3205c9,493.18600000000004
bot_241,0,0.5,0.15,[],True,True,evt_1a341f55f12d099b714af8b82c3205c9,479.822
bot_242,0,0.5,0.15,[],True,False,evt_1a341f55f12d099b714af8b82c3205c9,481.474
bot_243,0,0.5,0.15,[],False,True,evt_1a341f55f12d099b714af8b82c3205c9,479.838
bot_244,0,0.5,0.15,[],False,False,evt_1a341f55f12d099b714af8b82c3205c9,480.802
bot_245,0,0.5,0.15,[0],True,True,evt_1a341f55f12d099b714af8b82c3205c9,481.14000000000004
bot_246,0,0.5,0.15,[0],True,False,evt_1a341f55f12d099b714af8b82c3205c9,482.334
bot_247,0,0.5,0.15,[0],False,True,evt_1a341f55f12d099b714af8b82c3205c9,480.47799999999995
bot_248,0,0.5,0.15,[0],False,False,evt_1a341f55f12d099b714af8b82c3205c9,480.59
bot_249,0,0.5,0.15,[1],True,True,evt_1a341f55f12d099b714af8b82c3205c9,481.09399999999994
bot_250,0,0.5,0.15,[1],True,False,evt_1a341f55f12d099b714af8b82c3205c9,481.66400000000004
bot_251,0,0.5,0.15,[1],False,True,evt_1a341f55f12d099b714af8b82c3205c9,480.98199999999997
bot_252,0,0.5,0.15,[1],False,False,evt_1a341f55f12d099b714af8b82c3205c9,479.992
bot_253,0,0.5,0.15,[2],True,True,evt_1a341f55f12d099b714af8b82c3205c9,480.062
bot_254,0,0.5,0.15,[2],True,False,evt_1a341f55f12d099b714af8b82c3205c9,480.422
bot_255,0,0.5,0.15,[2],False,True,evt_1a341f55f12d099b714af8b82c3205c9,478.92600000000004
bot_256,0,0.5,0.15,[2],False,False,evt_1a341f55f12d099b714af8b82c3205c9,479.70799999999997
