Bot,maxIPOSpending,BuyRisk,SellRisk,PrefRanks,IPOcsv,LIVEcsv,EventID,AvgEarnings
bot_124,0,0.25,0.25,[],False,False,evt_11e77bcdb4362e13,397.178
bot_125,0,0.25,0.25,[0],True,True,evt_11e77bcdb4362e13,380.768
bot_126,0,0.25,0.25,[0],True,False,evt_11e77bcdb4362e13,407.058
bot_127,0,0.25,0.25,[0],False,True,evt_11e77bcdb4362e13,416.8860000000001
bot_128,0,0.25,0.25,[0],False,False,evt_11e77bcdb4362e13,397.444
bot_129,0,0.25,0.25,[1],True,True,evt_11e77bcdb4362e13,374.12399999999997
bot_130,0,0.25,0.25,[1],True,False,evt_11e77bcdb4362e13,413.64799999999997
bot_131,0,0.25,0.25,[1],False,True,evt_11e77bcdb4362e13,386.712
bot_132,0,0.25,0.25,[1],False,False,evt_11e77bcdb4362e13,395.878
bot_133,0,0.25,0.25,[2],True,True,evt_11e77bcdb4362e13,404.66399999999993
bot_134,0,0.25,0.25,[2],True,False,evt_11e77bcdb4362e13,379.1120000000001
bot_135,0,0.25,0.25,[2],False,True,evt_11e77bcdb4362e13,445.75
bot_136,0,0.25,0.25,[2],False,False,evt_11e77bcdb4362e13,391.322
bot_137,0,0.25,0.25,[3],True,True,evt_11e77bcdb4362e13,400.09399999999994
bot_138,0,0.25,0.25,[3],True,False,evt_11e77bcdb4362e13,402.63800000000003
bot_139,0,0.25,0.25,[3],False,True,evt_11e77bcdb4362e13,390.366
bot_140,0,0.25,0.25,[3],False,False,evt_11e77bcdb4362e13,359.616
bot_141,0,0.25,0.25,[4],True,True,evt_11e77bcdb4362e13,392.91799999999995
bot_142,0,0.25,0.25,[4],True,False,evt_11e77bcdb4362e13,347.29
bot_143,0,0.25,0.25,[4],False,True,evt_11e77bcdb4362e13,406.11
bot_144,0,0.25,0.25,[4],False,False,evt_11e77bcdb4362e13,383.18199999999996
bot_145,0,0.25,0.25,"[0, 1]",True,True,evt_11e77bcdb4362e13,380.692
bot_146,0,0.25,0.25,"[0, 1]",True,False,evt_11e77bcdb4362e13,423.026
bot_147,0,0.25,0.25,"[0, 1]",False,True,evt_11e77bcdb4362e13,375.998
bot_148,0,0.25,0.25,"[0, 1]",False,False,evt_11e77bcdb4362e13,417.44000000000005
bot_149,0,0.25,0.25,"[1, 2]",True,True,evt_11e77bcdb4362e13,414.48799999999994
bot_150,0,0.25,0.25,"[1, 2]",True,False,evt_11e77bcdb4362e13,357.512
bot_151,0,0.25,0.25,"[1, 2]",False,True,evt_11e77bcdb4362e13,387.48799999999994
bot_152,0,0.25,0.25,"[1, 2]",False,False,evt_11e77bcdb4362e13,371.90000000000003
bot_153,0,0.25,0.25,"[2, 3]",True,True,evt_11e77bcdb4362e13,397.682
bot_154,0,0.25,0.25,"[2, 3]",True,False,evt_11e77bcdb4362e13,392.6
bot_155,0,0.25,0.25,"[2, 3]",False,True,evt_11e77bcdb4362e13,408.89599999999996
bot_156,0,0.25,0.25,"[2, 3]",False,False,evt_11e77bcdb4362e13,385.32599999999996
bot_157,0,0.25,0.25,"[3, 4]",True,True,evt_11e77bcdb4362e13,402.52599999999995
bot_158,0,0.25,0.25,"[3, 4]",True,False,evt_11e77bcdb4362e13,395.962
bot_159,0,0.25,0.25,"[3, 4]",False,True,evt_11e77bcdb4362e13,398.10599999999994
bot_160,0,0.25,0.25,"[3, 4]",False,False,evt_11e77bcdb4362e13,381.424
bot_161,0,0.25,0.3,[],True,True,evt_11e77bcdb4362e13,400.12
bot_162,0,0.25,0.3,[],True,False,evt_11e77bcdb4362e13,392.79400000000004
bot_163,0,0.25,0.3,[],False,True,evt_11e77bcdb4362e13,396.656
bot_164,0,0.25,0.3,[],False,False,evt_11e77bcdb4362e13,394.284
bot_165,0,0.25,0.3,[0],True,True,evt_11e77bcdb4362e13,418.23999999999995
bot_166,0,0.25,0.3,[0],True,False,evt_11e77bcdb4362e13,394.6840000000001
bot_167,0,0.25,0.3,[0],False,True,evt_11e77bcdb4362e13,408.794
bot_168,0,0.25,0.3,[0],False,False,evt_11e77bcdb4362e13,397.04
bot_169,0,0.25,0.3,[1],True,True,evt_11e77bcdb4362e13,413.46400000000006
bot_170,0,0.25,0.3,[1],True,False,evt_11e77bcdb4362e13,394.07199999999995
bot_171,0,0.25,0.3,[1],False,True,evt_11e77bcdb4362e13,388.03599999999994
bot_172,0,0.25,0.3,[1],False,False,evt_11e77bcdb4362e13,336.92599999999993
bot_173,0,0.25,0.3,[2],True,True,evt_11e77bcdb4362e13,372.486
bot_174,0,0.25,0.3,[2],True,False,evt_11e77bcdb4362e13,369.53200000000004
bot_175,0,0.25,0.3,[2],False,True,evt_11e77bcdb4362e13,401.546
bot_176,0,0.25,0.3,[2],False,False,evt_11e77bcdb4362e13,396.466
bot_177,0,0.25,0.3,[3],True,True,evt_11e77bcdb4362e13,376.14
bot_178,0,0.25,0.3,[3],True,False,evt_11e77bcdb4362e13,426.276
bot_179,0,0.25,0.3,[3],False,True,evt_11e77bcdb4362e13,406.218
bot_180,0,0.25,0.3,[3],False,False,evt_11e77bcdb4362e13,394.526
bot_181,0,0.25,0.3,[4],True,True,evt_11e77bcdb4362e13,388.154
bot_182,0,0.25,0.3,[4],True,False,evt_11e77bcdb4362e13,342.272
bot_183,0,0.25,0.3,[4],False,True,evt_11e77bcdb4362e13,398.7919999999999
bot_184,0,0.25,0.3,[4],False,False,evt_11e77bcdb4362e13,387.296
bot_185,0,0.25,0.3,"[0, 1]",True,True,evt_11e77bcdb4362e13,407.554
bot_186,0,0.25,0.3,"[0, 1]",True,False,evt_11e77bcdb4362e13,379.37199999999996
bot_187,0,0.25,0.3,"[0, 1]",False,True,evt_11e77bcdb4362e13,379.518
bot_188,0,0.25,0.3,"[0, 1]",False,False,evt_11e77bcdb4362e13,390.418
bot_189,0,0.25,0.3,"[1, 2]",True,True,evt_11e77bcdb4362e13,415.986
bot_190,0,0.25,0.3,"[1, 2]",True,False,evt_11e77bcdb4362e13,369.86
bot_191,0,0.25,0.3,"[1, 2]",False,True,evt_11e77bcdb4362e13,398.5379999999999
bot_192,0,0.25,0.3,"[1, 2]",False,False,evt_11e77bcdb4362e13,340.51599999999996
bot_193,0,0.25,0.3,"[2, 3]",True,True,evt_11e77bcdb4362e13,439.88
bot_194,0,0.25,0.3,"[2, 3]",True,False,evt_11e77bcdb4362e13,361.54200000000003
bot_195,0,0.25,0.3,"[2, 3]",False,True,evt_11e77bcdb4362e13,371.864
bot_196,0,0.25,0.3,"[2, 3]",False,False,evt_11e77bcdb4362e13,422.7
bot_197,0,0.25,0.3,"[3, 4]",True,True,evt_11e77bcdb4362e13,409.04599999999994
bot_198,0,0.25,0.3,"[3, 4]",True,False,evt_11e77bcdb4362e13,399.848
bot_199,0,0.25,0.3,"[3, 4]",False,True,evt_11e77bcdb4362e13,401.19199999999995
bot_200,0,0.25,0.3,"[3, 4]",False,False,evt_11e77bcdb4362e13,361.416
bot_201,0,0.5,0.1,[],True,True,evt_11e77bcdb4362e13,394.34599999999995
bot_202,0,0.5,0.1,[],True,False,evt_11e77bcdb4362e13,470.942
bot_203,0,0.5,0.1,[],False,True,evt_11e77bcdb4362e13,418.738
bot_204,0,0.5,0.1,[],False,False,evt_11e77bcdb4362e13,475.9620000000001
bot_205,0,0.5,0.1,[0],True,True,evt_11e77bcdb4362e13,379.342
bot_206,0,0.5,0.1,[0],True,False,evt_11e77bcdb4362e13,496.86
bot_207,0,0.5,0.1,[0],False,True,evt_11e77bcdb4362e13,378.256
bot_208,0,0.5,0.1,[0],False,False,evt_11e77bcdb4362e13,486.812
bot_209,0,0.5,0.1,[1],True,True,evt_11e77bcdb4362e13,384.152
bot_210,0,0.5,0.1,[1],True,False,evt_11e77bcdb4362e13,494.1039999999999
bot_211,0,0.5,0.1,[1],False,True,evt_11e77bcdb4362e13,405.96000000000004
bot_212,0,0.5,0.1,[1],False,False,evt_11e77bcdb4362e13,497.76599999999996
bot_213,0,0.5,0.1,[2],True,True,evt_11e77bcdb4362e13,426.116
bot_214,0,0.5,0.1,[2],True,False,evt_11e77bcdb4362e13,484.47799999999995
bot_215,0,0.5,0.1,[2],False,True,evt_11e77bcdb4362e13,432.64400000000006
bot_216,0,0.5,0.1,[2],False,False,evt_11e77bcdb4362e13,475.742
bot_217,0,0.5,0.1,[3],True,True,evt_11e77bcdb4362e13,383.20399999999995
bot_218,0,0.5,0.1,[3],True,False,evt_11e77bcdb4362e13,476.134
bot_219,0,0.5,0.1,[3],False,True,evt_11e77bcdb4362e13,424.046
bot_220,0,0.5,0.1,[3],False,False,evt_11e77bcdb4362e13,481.58600000000007
bot_221,0,0.5,0.1,[4],True,True,evt_11e77bcdb4362e13,390.66600000000005
bot_222,0,0.5,0.1,[4],True,False,evt_11e77bcdb4362e13,493.03000000000003
bot_223,0,0.5,0.1,[4],False,True,evt_11e77bcdb4362e13,402.214
bot_224,0,0.5,0.1,[4],False,False,evt_11e77bcdb4362e13,493.172
bot_225,0,0.5,0.1,"[0, 1]",True,True,evt_11e77bcdb4362e13,390.36199999999997
bot_226,0,0.5,0.1,"[0, 1]",True,False,evt_11e77bcdb4362e13,484.36199999999997
bot_227,0,0.5,0.1,"[0, 1]",False,True,evt_11e77bcdb4362e13,371.754
bot_228,0,0.5,0.1,"[0, 1]",False,False,evt_11e77bcdb4362e13,486.71400000000006
bot_229,0,0.5,0.1,"[1, 2]",True,True,evt_11e77bcdb4362e13,424.80999999999995
bot_230,0,0.5,0.1,"[1, 2]",True,False,evt_11e77bcdb4362e13,488.53999999999996
bot_231,0,0.5,0.1,"[1, 2]",False,True,evt_11e77bcdb4362e13,404.46799999999996
bot_232,0,0.5,0.1,"[1, 2]",False,False,evt_11e77bcdb4362e13,454.73600000000005
bot_233,0,0.5,0.1,"[2, 3]",True,True,evt_11e77bcdb4362e13,396.21399999999994
bot_234,0,0.5,0.1,"[2, 3]",True,False,evt_11e77bcdb4362e13,475.088
bot_235,0,0.5,0.1,"[2, 3]",False,True,evt_11e77bcdb4362e13,405.14599999999996
bot_236,0,0.5,0.1,"[2, 3]",False,False,evt_11e77bcdb4362e13,478.304
bot_237,0,0.5,0.1,"[3, 4]",True,True,evt_11e77bcdb4362e13,401.48400000000004
bot_238,0,0.5,0.1,"[3, 4]",True,False,evt_11e77bcdb4362e13,496.49800000000005
bot_239,0,0.5,0.1,"[3, 4]",False,True,evt_11e77bcdb4362e13,434.584
bot_240,0,0.5,0.1,"[3, 4]",False,False,evt_11e77bcdb4362e13,493.3759999999999
bot_241,0,0.5,0.15,[],True,True,evt_11e77bcdb4362e13,405.138
bot_242,0,0.5,0.15,[],True,False,evt_11e77bcdb4362e13,530.226
bot_243,0,0.5,0.15,[],False,True,evt_11e77bcdb4362e13,415.46799999999996
bot_244,0,0.5,0.15,[],False,False,evt_11e77bcdb4362e13,494.0
bot_245,0,0.5,0.15,[0],True,True,evt_11e77bcdb4362e13,372.5879999999999
Bot,maxIPOSpending,BuyRisk,SellRisk,PrefRanks,IPOcsv,LIVEcsv,EventID,AvgEarnings
bot_1,0,0.25,0.1,[],True,True,evt_11e77bcdb4362e13,373.9699999999999
bot_2,0,0.25,0.1,[],True,False,evt_11e77bcdb4362e13,414.158
bot_3,0,0.25,0.1,[],False,True,evt_11e77bcdb4362e13,399.786
bot_4,0,0.25,0.1,[],False,False,evt_11e77bcdb4362e13,421.89000000000004
bot_5,0,0.25,0.1,[0],True,True,evt_11e77bcdb4362e13,391.878
bot_6,0,0.25,0.1,[0],True,False,evt_11e77bcdb4362e13,429.99000000000007
bot_7,0,0.25,0.1,[0],False,True,evt_11e77bcdb4362e13,367.24000000000007
bot_8,0,0.25,0.1,[0],False,False,evt_11e77bcdb4362e13,405.77
bot_9,0,0.25,0.1,[1],True,True,evt_11e77bcdb4362e13,382.308
bot_10,0,0.25,0.1,[1],True,False,evt_11e77bcdb4362e13,394.376
bot_11,0,0.25,0.1,[1],False,True,evt_11e77bcdb4362e13,388.492
bot_12,0,0.25,0.1,[1],False,False,evt_11e77bcdb4362e13,420.63599999999997
bot_13,0,0.25,0.1,[2],True,True,evt_11e77bcdb4362e13,373.65999999999997
bot_14,0,0.25,0.1,[2],True,False,evt_11e77bcdb4362e13,411.85599999999994
bot_15,0,0.25,0.1,[2],False,True,evt_11e77bcdb4362e13,393.206
bot_16,0,0.25,0.1,[2],False,False,evt_11e77bcdb4362e13,386.46799999999996
bot_17,0,0.25,0.1,[3],True,True,evt_11e77bcdb4362e13,370.51599999999996
bot_18,0,0.25,0.1,[3],True,False,evt_11e77bcdb4362e13,424.49399999999997
bot_19,0,0.25,0.1,[3],False,True,evt_11e77bcdb4362e13,374.55600000000004
bot_20,0,0.25,0.1,[3],False,False,evt_11e77bcdb4362e13,395.21799999999996
bot_21,0,0.25,0.1,[4],True,True,evt_11e77bcdb4362e13,396.904
bot_22,0,0.25,0.1,[4],True,False,evt_11e77bcdb4362e13,389.94800000000004
bot_23,0,0.25,0.1,[4],False,True,evt_11e77bcdb4362e13,394.276
bot_24,0,0.25,0.1,[4],False,False,evt_11e77bcdb4362e13,411.258
bot_25,0,0.25,0.1,"[0, 1]",True,True,evt_11e77bcdb4362e13,401.582
bot_26,0,0.25,0.1,"[0, 1]",True,False,evt_11e77bcdb4362e13,400.448
bot_27,0,0.25,0.1,"[0, 1]",False,True,evt_11e77bcdb4362e13,398.91600000000005
bot_28,0,0.25,0.1,"[0, 1]",False,False,evt_11e77bcdb4362e13,415.216
bot_29,0,0.25,0.1,"[1, 2]",True,True,evt_11e77bcdb4362e13,385.104
bot_30,0,0.25,0.1,"[1, 2]",True,False,evt_11e77bcdb4362e13,431.15600000000006
bot_31,0,0.25,0.1,"[1, 2]",False,True,evt_11e77bcdb4362e13,382.22799999999995
bot_32,0,0.25,0.1,"[1, 2]",False,False,evt_11e77bcdb4362e13,426.28200000000004
bot_33,0,0.25,0.1,"[2, 3]",True,True,evt_11e77bcdb4362e13,383.26599999999996
bot_34,0,0.25,0.1,"[2, 3]",True,False,evt_11e77bcdb4362e13,399.014
bot_35,0,0.25,0.1,"[2, 3]",False,True,evt_11e77bcdb4362e13,391.19999999999993
bot_36,0,0.25,0.1,"[2, 3]",False,False,evt_11e77bcdb4362e13,431.84000000000003
bot_37,0,0.25,0.1,"[3, 4]",True,True,evt_11e77bcdb4362e13,412.342
bot_38,0,0.25,0.1,"[3, 4]",True,False,evt_11e77bcdb4362e13,392.158
bot_39,0,0.25,0.1,"[3, 4]",False,True,evt_11e77bcdb4362e13,377.01
bot_40,0,0.25,0.1,"[3, 4]",False,False,evt_11e77bcdb4362e13,408.204
bot_41,0,0.25,0.15,[],True,True,evt_11e77bcdb4362e13,387.80799999999994
bot_42,0,0.25,0.15,[],True,False,evt_11e77bcdb4362e13,358.19399999999996
bot_43,0,0.25,0.15,[],False,True,evt_11e77bcdb4362e13,376.1379999999999
bot_44,0,0.25,0.15,[],False,False,evt_11e77bcdb4362e13,389.006
bot_45,0,0.25,0.15,[0],True,True,evt_11e77bcdb4362e13,408.74
bot_46,0,0.25,0.15,[0],True,False,evt_11e77bcdb4362e13,375.71799999999996
bot_47,0,0.25,0.15,[0],False,True,evt_11e77bcdb4362e13,407.99799999999993
bot_48,0,0.25,0.15,[0],False,False,evt_11e77bcdb4362e13,396.53800000000007
bot_49,0,0.25,0.15,[1],True,True,evt_11e77bcdb4362e13,401.93999999999994
bot_50,0,0.25,0.15,[1],True,False,evt_11e77bcdb4362e13,425.11199999999997
bot_51,0,0.25,0.15,[1],False,True,evt_11e77bcdb4362e13,369.20599999999996
bot_52,0,0.25,0.15,[1],False,False,evt_11e77bcdb4362e13,389.2
bot_53,0,0.25,0.15,[2],True,True,evt_11e77bcdb4362e13,393.738
bot_54,0,0.25,0.15,[2],True,False,evt_11e77bcdb4362e13,376.01200000000006
bot_55,0,0.25,0.15,[2],False,True,evt_11e77bcdb4362e13,401.04599999999994
bot_56,0,0.25,0.15,[2],False,False,evt_11e77bcdb4362e13,377.74
bot_57,0,0.25,0.15,[3],True,True,evt_11e77bcdb4362e13,406.67599999999993
bot_58,0,0.25,0.15,[3],True,False,evt_11e77bcdb4362e13,403.0560000000001
bot_59,0,0.25,0.15,[3],False,True,evt_11e77bcdb4362e13,384.408
bot_60,0,0.25,0.15,[3],False,False,evt_11e77bcdb4362e13,388.42999999999995
bot_61,0,0.25,0.15,[4],True,True,evt_11e77bcdb4362e13,385.13800000000003
